Account ID,Account Name,Restaurant Street,Restaurant City/Suburb,Restaurant Postcode,Restaurant State,Country,Own Website
0019000001GsB26,Heavens Bakery Greenmeadows,6  Gloucester Street,Greenmeadows,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB27,Heavens Bakery - Meeanee,11 Meeanee Road,Taradale,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB28,Heavens Catering for All Occasions - Greenmeadows,6 Gloucester Street,Greenmeadows,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB29,Heavens Catering for All Occasions - Marewa,124 Kennedy Road,Marewa,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB2A,Heavens Catering for All Occasions - Meeanee,11 Meeanee Road,Taradale,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsAmh,Sages Indian Restaurant - Pt Chevalier,1228 Great North Road pt,Pt Chevalier,,NZ,New Zealand,sages.co.nz
0019000001GsAmi,Nite Spice Indian - Mt Eden,407 Mt Eden rd,Mt Eden,,NZ,New Zealand,nitespice.co.nz
0019000001GsAmj,Mutiara Restaurant,66 Ponsonby rd,Ponsonby,,NZ,New Zealand,mutiara.co.nz
0019000001GsAmk,Rasoi Vegetarian Restaurant - Auckland CBD,211 Karangahape rd,Auckland CBD,1010,NZ,New Zealand,rasoivegetarian.co.nz
0019000001GsAml,East Noodle Bar Ponsonby,"Shop D, 171  Ponsonby  rd",Ponsonby,,NZ,New Zealand,east.co.nz
0019000001GsAmm,The Elephant Thai Restaurant,1 Moore st,Howick,,NZ,New Zealand,THEELEPHANT.CO.NZ
0019000001GsAmn,The Curry Club,145 Victoria  st,Wellington,,NZ,New Zealand,curryclub.co.nz
0019000001GsAmo,Satya South Indian Restaurant - Eden Terrace,57 Mt Eden rd,Eden Terrace / Auckland,1024,NZ,New Zealand,satya.co.nz
0019000001GsAmp,Cafe Roti Chennai,"5, 120 Victoria Street",Wellington CBD,,NZ,New Zealand,rotichenai.co.nz
0019000001GsAmq,Tulsi Contemporary Indian Cuisine _ Te Aro,135 Cuba  st,Wellington,,NZ,New Zealand,tulsiindian.co.nz
0019000001GsAmr,Example1 Restaurant,"501, 3 Spring st",New Market,,NZ,New Zealand,
0019000001GsApQ,Udom Thai - Takeaway & Delivery - Sunnynook,146 SUNNYNOOK ROAD,Sunnynook,,NZ,New Zealand,udomthai.co.nz
0019000001GsApR,"Masala ""Catering for All Occasions"" - Stanmore Bay",195 BRIGHTSIDE ROAD,Stanmore Bay,,NZ,New Zealand,masalacatering.co.nz
0019000001GsApS,"Simla Mirch Indian Restaurant, Takeaways & Deliveries",451 Mt Eden Road,Mt Eden,1024,NZ,New Zealand,simlamirch.co.nz
0019000001GsApT,Ginger Indian Restaurant - Pukekohe,10 King st,Pukekohe,,NZ,New Zealand,gingerpukekohe.co.nz
0019000001GsApU,Indian Leaf - Indian Cuisine & Sweets - Kelston,4085 Great North Rd,Kelston,,NZ,New Zealand,indianleaf.co.nz
0019000001GsApV,The Kingfisher Indian Restaurant & Bar,9 PEACHGROVE ROAD,Hamilton East,,NZ,New Zealand,thekingfisherindian.co.nz
0019000001GsApW,Jaipur Indian Restaurant - Hamlton Central,793 Victoria Street,Hamilton Central - HML,,NZ,New Zealand,jaipurindia.co.nz
0019000001GsApX,Indian Delights Restaurant & Bar - Taupo,10 Roberts Street,Taupo CBD,,NZ,New Zealand,indiandelight.co.nz
0019000001GsApY,Zyka Restaurant & Bar - Hamilton Central,161 Victoria Street,Hamilton Central - HML,,NZ,New Zealand,zyka.co.nz
0019000001GsApZ,Zyka Restaurant & Bar - Hamilton Central (Lunch Only),161 Victoria Street,Hamilton Central - HML,,NZ,New Zealand,zyka.co.nz
0019000001GsAvW,Hyderabad Kitchens Indian Cuisine - Mt Roskill,"7, 190 Stoddard rd",Mt Roskill,,NZ,New Zealand,hyderabadkitchens.co.nz
0019000001GsAvX,Patiala House Indian Takeaways - Auckland CBD,205 Hobson st,Auckland CBD,,NZ,New Zealand,fijiandindiancuisine.co.nz
0019000001GsAvY,Chimney Indian Restaurant - Rotorua,1280 Eruera Street,Rotorua,,NZ,New Zealand,chimneyindianrestaurant.com
0019000001GsAvZ,Ambience Indian Takeaways & Deliveries,1161 Amohau Street,Rotorua,3010,NZ,New Zealand,ambienceindian.co.nz
0019000001GsAva,Nuvolari Pizzeria - Rotorua CBD,1122 Tutanekai Street,Rotorua,,NZ,New Zealand,nuvolari.co.nz
0019000001GsAvb,Herbs & Spices Thai Restaurant - Rotorua,1133 Eruera st,Rotorua,,NZ,New Zealand,herbsandspicesthai.co.nz
0019000001GsAvc,Roops Vegetarian Takeaways -Sweets & Snacks Mt Roskill,"6, 489 Richadson Road/Cnr of Penny Avenue",Mt Roskill,,NZ,New Zealand,roopstakeaways.co.nz
0019000001GsAvd,Catering Kitchen,71 Rosebank Road,Avondale Auckland,,NZ,New Zealand,cateringkitchen.co.nz
0019000001GsAve,Indian Spice Dunedin South,133 King Edward Street,South Dunedin,,NZ,New Zealand,indianspicerestaurant.co.nz
0019000001GsAvf,Kobe Sizzlers - Henderson,"2, 214 Universal Drive",Henderson,,NZ,New Zealand,
0019000001GsAvg,Chilis Bistro & Tandoor - Newlands,17/18 Mc Millian Court,Newlands,6037,NZ,New Zealand,chilisrestaurant.co.nz
0019000001GsAxy,Raja's Indian Online Specials (Mon - Tues Only),"9, 309 Botany Road",Golflands,,NZ,New Zealand,rajas.co.nz
0019000001GsAxz,Raja's Indian Restaurant & Bar - Golflands (Lunch Only),"9, 309 Botany Road",Golflands,,NZ,New Zealand,rajas.co.nz
0019000001GsAy0,Simply Curry - Glenfield (Lunch Only),25 Porana Road,Glenfield,,NZ,New Zealand,simplycurry.co.nz
0019000001GsAy1,Spice n Easy,"2A, 77 Mokoia Road",Birkenhead,,NZ,New Zealand,spiceneasy.co.nz
0019000001GsAy2,Maya Cuisine - Howick Lunch Time Delivery,124 Picton Street,Howick,2014,NZ,New Zealand,mayacuisine.co.nz
0019000001GsAy3,Air Indian Takeaways & Delivery,8 Brookland rd,Western Heights - ROT,,NZ,New Zealand,airindiantakeaways.co.nz
0019000001GsAy4,Indian Star Express Dine In & Takeaway - Rotorua,"1, 1166 Amohau Street (Central Mall Rotorua) Food Court",Rotorua Central,,NZ,New Zealand,
0019000001GsAy5,AmiGos Mexican Grill - Wanaka,71 Ardmore Street (Wanaka Hotel),Wanaka,,NZ,New Zealand,amigosmexicangrill.co.nz
0019000001GsAy6,Curry India - Authentic Indian Cuisine,26 Havelock rd,Havelock North,,NZ,New Zealand,curryindia.co.nz
0019000001GsAy7,Spices Indian Takeaway - Churton Park,"B2, 69 Lakewood Avenue,New World Supermarket",Churton Park,,NZ,New Zealand,spicesindian.co.nz
0019000001GsB2B,Heavens Catering for All Occasions - Taradale,297 Gloucester Street,Taradale,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB2C,Heavens Bakery Marewa,124 Kennedy Road,Marewa,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB2D,Heavens Bakery Taradale,297 Gloucester Street,Taradale,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB2E,Heavens Catering for All Occasions - Napier CBD,145 Emerson Street,Napier CBD,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB2F,Xtreme Pizza Home Deliveries,"459 Roscommon Road, 
Clendon Shopping Centre
Manurewa",Manurewa,2103,NZ,New Zealand,xtremepizza.co.nz
0019000001GsB2G,Todays India,1 Litten rd,Cockle Bay,2014,NZL,New Zealand,madlyindiancocklebay.co.nz
0019000001GsB2H,Heavens Bakery Napier CBD,145 Emerson Street,Napier CBD,,NZ,New Zealand,heavensbakery.co.nz
0019000001GsB2I,Barossa Cafe & Restaurant,713-715 Richardson Road,Hillsborough,,NZ,New Zealand,barossa.co.nz
0019000001GsAms,Tulsi Contemporary Indian Cuisine - Miramar,11 Tauhinu Road,Miramar,6022,NZ,New Zealand,tulsiindian.co.nz
0019000001GsAmt,Handi Tandoori Cuisine - Titirangi,"2, 421 Titirangi rd",Titirangi,,NZ,New Zealand,handifoods.co.nz
0019000001GsAmu,Ajadz Indian Cuisine - Ellerslie,8 Robert st,Ellerslie,,NZ,New Zealand,ajadz.co.nz
0019000001GsAmv,Blitza Pizzeria Takeaways & Deliveries,9 Birkenhead Avenue,Birkenhead,626,NZ,New Zealand,blitzapizza.co.nz
0019000001GsAmw,Tempt - Meadowbank,1B St Johns rd,Meadowbank,,NZ,New Zealand,
0019000001GsAmx,Star Thai Restaurant,1 St Marys Road (opp) Old Post Office,Ponsonby,,NZ,New Zealand,starthai.co.nz
0019000001GsAmy,New Delhi Indian Restaurant,13  Mt Smart  rd,Royal Oak,,NZ,New Zealand,newdelhi.co.nz
0019000001GsAmz,Curry Leaf Indian Restaurant - Onehunga,237  Onehunga  mall,Onehunga,1061,NZ,New Zealand,curryleaf.co.nz
0019000001GsAn0,The Indian Kitchen Restaurant & Takeaways - Howick,"2A, 43 Cook st",Howick,,NZ,New Zealand,tik.co.nz
0019000001GsAn1,Indian Express - Airport Oaks,149D  Kirkbride rd,Mangere,,NZ,New Zealand,indianexpressrestaurant.co.nz
0019000001GsAn2,Flavours Indian Restaurant - Karori,"5, 153  Karori rd",Karori,,NZ,New Zealand,flavoursindianrestaurant.co.nz
0019000001GsApa,Taj Mahal Indian Restaurant - North Dunedin,442 George Street,Dunedin North,9016,NZ,New Zealand,tajmahalindian.co.nz
0019000001GsApb,Ghazal Indian Cuisine - Glen Eden,"9, 5 Captian Scott Road",Glen Eden,,NZ,New Zealand,ghazal.co.nz
0019000001GsApc,"Masala ""Catering for All Occasions"" - Papakura",84 Great South rd,Papakura,,NZ,New Zealand,masalacatering.co.nz
0019000001GsApd,"Masala ""Catering for All Occasions"" - Birkenhead",190 Hinemoa St,Birkenhead,,NZ,New Zealand,masalacatering.co.nz
0019000001GsApe,Toto Pizza By The Metre @ Farina - Takeaway & Delivery,244 Pomsonby Road,Ponsonby,,NZ,New Zealand,pizzabythemetre.co.nz
0019000001GsApf,JK Restaurant Vietnamese & Chinese Food,50 Northcote Road,Northcote - AUCK,,NZ,New Zealand,pholevietnamesechinese.co.nz
0019000001GsApg,Halal Tasty Food - Otahuhu,283 Great South Rd,Otahuhu,,NZ,New Zealand,halaltasty.co.nz
0019000001GsAph,Thai Takapuna Cafe & Restaurant - Takapuna,44 Hurstmere Rd,Takapuna,,NZ,New Zealand,thaitakapuna.co.nz
0019000001GsApi,Chargrill - Customs Street - Auckland CBD,101 Customs Street,Auckland CBD,,NZ,New Zealand,chargrill.co.nz
0019000001GsApj,Bikanervala Indian Sweets & Snacks - Auckland,51 Carr Road,Mt Roskill,,NZ,New Zealand,bikanervala.co.nz
0019000001GsApk,Bikanervala Indian Sweets & Snacks - Papatoetoe,23 Eric Baker Place,Papatoetoe,,NZ,New Zealand,bikanervala.co.nz
0019000001GsAvh,Naan Indian Bistro & Tandoor - Wellington CBD,12 Majoribanks Steet (Mt Victoria),Wellington CBD,,NZ,New Zealand,naanbistro.co.nz
0019000001GsAvi,"Kadai Junction Indian Restaurant, Takeaways & Deliveries - Tawa","3, 216 Main  rd",Tawa,,NZ,New Zealand,kadaijunction.com
0019000001GsAvj,Khana Khazana Indian Tandoori Cuisine - Brooklyn,24 Cleveland st,Brooklyn,,NZ,New Zealand,khanakhazana.co.nz
0019000001GsAvk,Khana Khazana Indian Tandoori Cuisine - Hataitai,3  Moxham ave,Hataitai,,NZ,New Zealand,khanakhazana.co.nz
0019000001GsAvl,Curry Pot South Indian Restaurant - Newtown,88 Riddiford Street,Newtown,6021,NZ,New Zealand,currypotdining.co.nz
0019000001GsAvm,Chawlas Indian Restaurant - Auckland CBD,"B, 21 Wellesley st",Auckland CBD,,NZ,New Zealand,chawlasindian.co.nz
0019000001GsAvn,Rattana Thai Restaurant & Bar - Eastern Beach,1c Eastern Beach Rd,"Eastern Beach, Manukau City",2025,NZ,New Zealand,rattanathai.co.nz
0019000001GsAvo,Indian Affair Takeaways - Ohakune,Cnr of Goldfinch and Ayr  st,Ohakune - Central Plateau,,NZ,New Zealand,indianaffair.co.nz
0019000001GsAvp,Indian Affair Indian Takeaways - Paetiki Taupo,195 Rifle Range rd,Taupo,,NZ,New Zealand,indianaffair.co.nz
0019000001GsAvq,Mantra Fine Indian Cuisine - Henderson (Special),393 Gt North,Henderson,,NZ,New Zealand,mantrarestaurant.co.nz
0019000001GsAy8,Mukunda's Vegetarian & Vegan Restaurant - Auckland CBD,268 Karangahape rd,Auckland CBD,4112,,New Zealand,mukundas.co.nz
0019000001GsAy9,L & L Hawaiian Barbecue - Henderson,420 Great North rd,Henderson,,NZ,New Zealand,hawaiiansizzler.co.nz
0019000001GsAyA,Whitby Taj,"A, 69 Tenancy 1,Discovery drv",Whitby,,NZ,New Zealand,tajrestaurants.co.nz
0019000001GsAyB,Indian Kitchen Express,969 Cameron rd,Gate Pa / Tauranga,3112,NZ,New Zealand,atithisatkar.co.nz
0019000001GsAyC,Genki Authentic Japanese Cuisine - Kohimarama,"8, 138 Allum st",Kohimarama,,NZ,New Zealand,
0019000001GsAyD,Spice Traders Manukau Online Specials (Sun to Wed Only),"Shop 258, Westfield Shopping Centre Manukau (New Extension) 5, Putney Way",Manukau / Auckland,2104,NZ,New Zealand,spicetraders.co.nz
0019000001GsAyE,Nite Spice Online Specials (Mon - Wed) Only - Mt Eden,407 Mt Eden Road,Mt Eden,,NZ,New Zealand,nitespice.co.nz
0019000001GsAyF,Genki Japanese Catering - Kohimarama,"8, 138 Allum Street",Kohimarama,,NZ,New Zealand,
0019000001GsAyG,Pane & Vino Italian Trattoria Pizzeria,20 Williamson ave,Ponsonby,,NZ,New Zealand,paneevino.co.nz
0019000001GsAyH,Kebabs on Queen - Auckland CBD - Queen Street 396,396 Queen st,Auckland CBD,,NZ,New Zealand,Kebabsonqueen.co.nz
0019000001GsB11,Red Fire Pizza Co - World Famous - Mt Roskill,64 Stoddard rd,Mt Roskill,,NZ,New Zealand,redfirepizza.co.nz
0019000001GsB12,Indian Pepper Online Specials Only (Mon - Wed) - Panmure,48 Queens Road,Panmure,,NZ,New Zealand,indianpepper.co.nz
0019000001GsB13,"Masala Indian Restaurant, Takeaways & Deliveries - Kumeu",3 Matua Road,Kumeu - AUCK,,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsB14,Empress Muiti Cuisine Takeaway & Deliveries,17/792 Great South Road,Manukau,,NZ,New Zealand,empressmulticuisine.co.nz
0019000001GsB15,Masala Kumeu Online Specials (Mon-Wed Only),3 Matua Road,Kumeu - AUCK,,NZ,New Zealand,masalarestaurant.co.nz
0019000001GsB16,Indian Star Tandoori Restaurant - Hamilton CBD,20 Alma Street,Hamilton,,NZ,New Zealand,indianstar.co.nz
0019000001GsB17,Oppies Fish 'n' Chips - Chinese Takeaways & Delivery,259 Fenton Street (Cnr Fenton & Malfroy Road),Rotorua,,NZ,New Zealand,oppies.co.nz
0019000001GsB18,Indian Star Express Dine In & Takeaway - St Andrews,"5, 4 Otonga rd",Rotorua,,NZ,New Zealand,indianstarexpress.co.nz
0019000001GsB19,Malaysian Food Takeaways - Hillcrest,Cnr Old Taupo & Malfroy Roads,Hillcrest - ROT,,NZ,New Zealand,malaysiantakeaways.co.nz
0019000001GsB1A,Indian Fort Takeaways & Deliveries,187 Symonds st,Newton,,NZ,New Zealand,indianfort.co.nz
0019000001GsAn3,Mantra Fine Indian Cuisine - Henderson,393  Great North Rd,Henderson,612,NZ,New Zealand,mantrarestaurant.co.nz
0019000001GsAn4,India Gate Restaurant,102 Princes st,Dunedin North,,NZ,New Zealand,indiagatedunedin.co.nz
0019000001GsAn5,Curry King Indian Takeaways & Deliveries,1854 Great North Road,Avondale Auckland,,NZ,New Zealand,topcurryking.co.nz
0019000001GsAn6,Chargrill Kebab & Burger - Auckland CBD,51D Hobson Street,Auckland CBD,,NZ,New Zealand,
0019000001GsAn7,Thai Me Up - Ponsonby,244 Ponsonby rd,Auckland CBD,,NZ,New Zealand,thaimeup.co.nz
0019000001GsAn8,Chaahat Indian Cuisine - Epsom,"3,  583  Manukau  rd",Epsom,,NZ,New Zealand,chaahat.co.nz
0019000001GsAn9,Punjabi Dhaba - Botany South,308 Te Irirangi Drive,Manukau,,NZ,New Zealand,punjabidhaba.net.nz
0019000001GsAnA,"Thai Passion ""Fine Cuisine"" - Cockle Bay","11, Litten Road",Cockle Bay,2014,NZ,New Zealand,
0019000001GsAnB,Flavours of India - Browns Bay,25 Anzac  Road,Browns Bay,630,NZ,New Zealand,flavoursofindia.co.nz
0019000001GsAnC,Dutch Delight Birkenhead,3&5  Birkenhead Ave,Birkenhead,,NZ,New Zealand,dutchdelight.co.nz
0019000001GsAnD,Thai Kitchen Restaurant,401 Great North Rd,Henderson,,NZ,New Zealand,thaikitchen.co.nz
0019000001GsApl,Bikanervala Indian Sweets & Snacks - White Swan Road Mt Roskill,2 White Swan Road,Mt Roskill,,NZ,New Zealand,bikanervala.co.nz
0019000001GsApm,Bombay Blues Curries & Kebab - St Jones,"4, 1113-1117 Felton Mathews Avenue",St Johns,2016,NZ,New Zealand,bombayblues.co.nz
0019000001GsApn,Spice Traders - Manukau,"Shop 258, Westfield Shopping Centre Manukau (New Extension)  5, Putney Way",Manukau / Auckland,2104,NZ,New Zealand,spicetraders.co.nz
0019000001GsApo,Village Cafe - Remuera,600 Remuera Rd,Remuera,,NZ,New Zealand,villagecafe.co.nz
0019000001GsApp,Indian Flame - Manukau,"7, 53 Cavendish Drive",Manukau,,NZ,New Zealand,
0019000001GsApq,Gorkha Kitchen - Nepalese & Indian Cuisine - Glen Eden,"262 West Coast Road
Glen Eden / Auckland",Glen Eden / Auckland,602,NZ,New Zealand,gorkhakitchen.co.nz
0019000001GsApr,"Salt Indian Restaurant, Takeaways & Deliveries - Bucklands Beach",23A The Parade,Bucklands Beach,,NZ,New Zealand,saltindian.co.nz
0019000001GsAps,Tulsi Contemporary Indian Cuisine - Johnsonville,"3, 33-39 JOHNSONVILLE ROAD",Johnsonville,,NZ,New Zealand,tulsiindian.co.nz
0019000001GsApt,"Indian Paradise, Takeaways & Deliveries - Upper Hutt",69 Main st,Upper Hutt,,NZ,New Zealand,indianparadise.co.nz
0019000001GsApu,Chapellis Eatery and Wine Bar,18 Laings Road,Lower Hutt,,NZ,New Zealand,chapellis.co.nz
0019000001GsAvr,Best Turkish Kebab & Coffee - Mt Eden,251 Dominion Road(Opp Countdown & Fresh World),Mt Eden,,NZ,New Zealand,bestturkishkebab.co.nz
0019000001GsAvs,Masala Takapuna Online Specials (Mon-Wed Only),178 Hurstmere Rd,Takapuna,,NZ,New Zealand,masalarestaurant.co.nz
0019000001GsAvt,Swagat India - Traditional Indian Cuisine - Maungaraki,139 Dowse drv,Maungaraki - WELL,,NZ,New Zealand,swagatindia.co.nz
0019000001GsAvu,Donair Kebab,283 Karangahape Road (K-Road),Auckland CBD,1010,NZ,New Zealand,donairkebabmediterranean.co.nz
0019000001GsAvv,Saboroso Portuguese Grilled Chicken and Pizza - Auckland CBD,"3, 321 Karangahape  rd",Auckland CBD,,NZ,New Zealand,saboroso.co.nz
0019000001GsAvw,New Howick Pizza,"4, 219 Moore st",Howick,,NZ,New Zealand,newhowickpizza.co.nz
0019000001GsAvx,Raviz Indian Cuisine - Botany Downs (Lunch Only),42A/ 277 Te Irrirangi Drive,Botany Downs,,NZ,New Zealand,raviz.co.nz
0019000001GsAvy,Bolliwood Xpress Takeaways & Deliveries - Blockhouse Bay,286 Blockhouse Bay Road,Blockhouse Bay,,NZ,New Zealand,bolliwoodxpress.co.nz
0019000001GsAvz,Masala Birkenhead Online Specials (Mon-Wed Only),190 Hinemoa st,Birkenhead,,NZ,New Zealand,masalarestaurant.co.nz
0019000001GsAyI,Kebabs on Queen - Sylvia Park Shopping Centre,"Food Court, 286 Mt Wellington Highway (Sylvia Park Shopping Centre)",Mt Wellington,,NZ,New Zealand,Kebabsonqueen.co.nz
0019000001GsAyJ,Kebabs on Queen - Onehunga - Dress Smart Shopping Centre,"629A, 151 Arthur Street,Dress Smart Shopping Centre",Onehunga,,NZ,New Zealand,Kebabsonqueen.co.nz
0019000001GsAyK,Kebabs on Queen - New Lynn - Lynn Mall S/C,"Food Court, 3058 Great North rd",New Lynn,,NZ,New Zealand,Kebabsonqueen.co.nz
0019000001GsAyL,Little Wangs Noodle Bar - Glenfield,"Food Court, 25 Porana rd",Glenfield,,NZ,New Zealand,littlewangnoodlebar.co.nz
0019000001GsAyM,Kebabs on Queen - Auckland CBD - Fort Street,"C, 4 Fort st",Auckland CBD,,NZ,New Zealand,Kebabsonqueen.co.nz
0019000001GsAyN,Kebabs on Queen - Hamilton CBD,"Food Court, 501 Victoria Street (Centre Place Shopping Centre)",Hamilton Central - WAIK,,NZ,New Zealand,Kebabsonqueen.co.nz
0019000001GsAyO,Bird on a Wire - Free Range Rotisserie - Ponsonby,234 Ponsonby Road,Ponsonby / Auckland,1011,NZ,New Zealand,birdonawire.co.nz
0019000001GsAyP,Box of Bird - Auckland CBD - Commerce Str.,"B, 12 Commerce st",Auckland CBD,1010,NZ,New Zealand,birdonawire.co.nz
0019000001GsAyQ,Indian Minar Restaurant & Bar - Ashburton,300 East st,Ashburton - Ashburton,,NZ,New Zealand,indianminar.co.nz
0019000001GsAyR,Kebabs on Queen - St Lukes - Westfield Shopping Mall,"FC8 (Level 1), 80 St Lukes Road (Westfield Shopping Mall)",St Lukes,,NZ,New Zealand,Kebabsonqueen.co.nz
0019000001GsAyS,Box of Bird Chicken Feeds & Book A Chook - Auckland CBD,"B, 12 Commerce Street",Auckland CBD,,NZ,New Zealand,birdonawire.co.nz
0019000001GsAnE,Khun Pun Thai Restaurant - Albany,5-7 Corinthian Drive,Albany,,NZ,New Zealand,khunpun.co.nz
0019000001GsAnF,The Spice Rack Indian Kitchen,15 Mecari Way,Albany,,NZ,New Zealand,thespicerack.co.nz
0019000001GsAnG,Pride of India Restaurant - Pakuranga,"D, 272 Ti Rakau drv",Pakuranga,,NZ,New Zealand,prideofindia.co.nz
0019000001GsAnH,Ajadz Indian Cuisine - Waiheke Island,"Art Works, 2 Korora Road",Waiheke Island,,NZ,New Zealand,ajadz.co.nz
0019000001GsAnI,Own Masala Indian Restaurant & Takeaway - Tauranga,175 Eleventh Avenue,Tauranga,,NZ,New Zealand,ownmasala.co.nz
0019000001GsAnJ,Bombay Brasserie Bistro & Tandoor - Mount Maunganui,77  Maunganui  rd,Mount Maunganui - BAY,,NZ,New Zealand,bombaybrasseriebistro.co.nz
0019000001GsAnK,Mumbai Masala Bistro & Tandoor - Papamoa,"Shop BI, 30 Gravatt Road",Papamoa,,NZ,New Zealand,mumbaimasala.co.nz
0019000001GsAnL,Chaahat Indian Cuisine - Newmarket,471 Khyber Pass rd,Newmarket,,NZ,New Zealand,chaahat.co.nz
0019000001GsAnM,Otto Woo Asian Fusion Takeaway & Delivery - Ponsonby,47  Ponsonby rd,Ponsonby,,NZ,New Zealand,otto-woo.com
0019000001GsAnN,Otto Woo Asian Fusion Takeaway & Delivery - Newmarket,21 Remuera Road (Centre Nuffield Street),Newmarket,,NZ,New Zealand,ottowoo.com
0019000001GsAtO,Masala Indian Restaurant - New Lynn,5 Totara Ave,New Lynn,,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsAtP,Tulsi Takeaway - Wellington CBD Only,1 Willis St,Wellington,6011,NZ,New Zealand,tulsiindian.co.nz
0019000001GsAtQ,Tulsi Takeaway - Porirua,2 Titahi Bay Road,Porirua,,NZ,New Zealand,tulsiindian.co.nz
0019000001GsAtR,Urban Turban - North Wharf,"39 Jellicoe Street
North Wharf",Auckland CBD,1010,NZ,New Zealand,urbanturban.co.nz
0019000001GsAtS,"Raviz Restaurant, Takeaways & Deliveries - Takapuna",178 178 Hurstmere Road,Takapuna,,NZ,New Zealand,raviz.co.nz
0019000001GsAtT,"Ivory Indian Restaurant, Bar - Viaduct",104 Custom Street,Auckland CBD,,NZ,New Zealand,the-ivory.co.nz
0019000001GsAtU,"Curry Bhaven Indian Restaurant, Takeaways & Deliveries",303 Clarkin Road(Dabies Corner),Hamilton,,NZ,New Zealand,currybhavan.co.nz
0019000001GsAtV,Bangkok Thai Restaurant - Palmerston North,89 Fitzherbert ave,Palmerston North CBD,,NZ,New Zealand,bangkokthai.co.nz
0019000001GsAtW,Barkat Indian Takeaway - Grey Lynn,572 Great North,Grey Lynn,,NZ,New Zealand,barkatindian.co.nz
0019000001GsAtX,Indique Restaurant,18 Birkenhead ave,Birkenhead,626,NZ,New Zealand,indique.co.nz
0019000001GsAw0,Masala Stanmore Bay Online Specials (Mon-Wed Only),195 Brightside rd,Stanmore Bay,,NZ,New Zealand,masalarestaurant.co.nz
0019000001GsAw1,Salt Indian Online Specials (Mon-Wed Only) - Bucklands Beach,23A The Parade,Bucklands Beach,,NZ,New Zealand,saltindian.co.nz
0019000001GsAw2,Masala Pukekohe Online Specials (Mon-Wed Only),237 King  st,Pukekohe,,NZ,New Zealand,masalarestaursnts.co.nz
0019000001GsAw3,Masala On Line Specials (Mon to Wed Only) - Mission Bay,97a Tamaki drv,Mission Bay,,NZ,New Zealand,masalarestaurant.co.nz
0019000001GsAw4,Masala Papakura Online Specials (Mon-Wed Only),84 Great South  rd,Papakura,,NZ,New Zealand,
0019000001GsAw5,Olives Italian & Continental Cuisine - Taupo CBD,34 Tuwharetoa  st,Taupo Central,,NZ,New Zealand,olivestaupo.co.nz
0019000001GsAw6,Pok Pok Thai Restaurant,261 Karangahape  rd,Auckland CBD,,NZ,New Zealand,pokpokthai.co.nz
0019000001GsAw7,Waroeng Wardani Indonesian Takeaways & Deliveries,"Food Alley, Shop 17, 9 Albert Street, Auckland CBD",Auckland CBD / Auckland,1010,NZ,New Zealand,wardani.co.nz
0019000001GsAw8,Wardani Indonesian Takeaways - Albany,"C, 15 Mercari way",Albany,,NZ,New Zealand,wardani.co.nz
0019000001GsAw9,Punjabi Kitchen $11.00 Special Mon - Wed Only,"2, 70 Everglade Drive",Manukau Heights,,NZ,New Zealand,punjabikitchenmanukau.co.nz
0019000001GsAyT,Royal India Authentic Indian Restaurant Bar & Takeaway - Geraldine,7 Talbot st,Geraldine,,NZ,New Zealand,royalindia.co.nz
0019000001GsAyU,Curry Leaf Kajol Massey (Westgate),"5, 579 Don Buck rd",West Gate,,NZ,New Zealand,curryleafrestaurants.co.nz
0019000001GsAyV,"Raviz Restaurant, Takeaways & Deliveries - Papakura","4, 46 Broadway st",Papakura,,NZ,New Zealand,raviz.co.nz
0019000001GsAyW,Spice Lounge - Rotorua,1229 Tutanekai  st,Rotorua Central,,NZ,New Zealand,
0019000001GsAyX,Flavours Indian - Lunch Time Menu - Karori,"5, 153 Karori Road",Karori,,NZ,New Zealand,flavoursindianrestaurant.co.nz
0019000001GsAyY,Habitual Fix on Waring Taylor,18 Customhouse Quay (Corner Waring Taylor & Customhouse Quay),Wellington CBD,,NZ,New Zealand,habitualfix.co.nz
0019000001GsAyZ,Habitual Fix Breakfast @ The Civic,287 Queen Street,Auckland CBD,,NZ,New Zealand,habitualfix.co.nz
0019000001GsAya,Habitual Fix Breakfast @ Sylvia Park - Mt Wellington,"Food Court, 286 Mt Wellington Highway (Sylvia Park Shopping Centre)",Mt Wellington,,NZ,New Zealand,habitualfixsylviapark.co.nz
0019000001GsAyb,Habitual Fix Breakfast on Waring Taylor,18 Customhouse Quay (Corner Waring Taylor & Customhouse Quay),Wellington,,NZ,New Zealand,habitualfix.co.nz
0019000001GsAyc,Habitual Fix Fresh Food Addicts - Takapuna (Breakfast Only),484 Lake Road,Takapuna,,NZ,New Zealand,habitualfix.co.nz
